BUSSTOP_NM	BUS_STOP_ID	GPS_LATI	GPS_LONG
국민연금서대전지사	31030	36.3459	127.382
샤크존	31130	36.3474	127.387
시청.교육청	32310	36.3514	127.383
아이빌딩	32190	36.3514	127.381
갤러리아타임월드	32040	36.3519	127.377
둔산여자고등학교	31990	36.3532	127.374
향촌아파트	32000	36.3551	127.374
무지개아파트	32900	36.3591	127.374
성룡초등학교	32910	36.3617	127.374
백합네거리	32950	36.3621	127.377
정부대전청사서문	32180	36.3637	127.38
서구보건소	34720	36.3686	127.38
장대초등학교	42160	36.3612	127.339
탄방역.대전고용센터	31100	36.3465	127.386
한우리아파트	31140	36.3465	127.388
한가람아파트	31170	36.3465	127.392
탄방동주민센터	31210	36.3479	127.395
문정초등학교	31280	36.3504	127.395
국화아파트	31290	36.3542	127.395
오정농수산오거리	53470	36.3556	127.406
오정동행정복지센터	53450	36.3523	127.411
한남오거리(BRT)	53430	36.3502	127.413
한남오거리	50240	36.3493	127.417
한남대학교	50340	36.3514	127.422
대전신학대학교	53340	36.351	127.425
한남로삼거리	12120	36.3513	127.427
아리랑프라자	12130	36.3483	127.429
홍도지하차도	12140	36.3461	127.43
홍도아파트	14880	36.3443	127.428
홍도지하차도	11930	36.346	127.431
만남웨딩홀	51540	36.3575	127.447
삼호아파트	51560	36.3544	127.448
삼호아파트	51560	36.354	127.449
평화아파트	11620	36.3541	127.451
아리랑프라자	12150	36.3477	127.43
한남로삼거리	12110	36.3512	127.427
대전신학대학교	50360	36.3511	127.424
한남대학교	50350	36.3515	127.423
한남오거리	50230	36.3492	127.417
한남오거리(BRT)	53420	36.3497	127.414
오정동행정복지센터	53440	36.3518	127.412
오정농수산오거리	53460	36.3551	127.408
한밭초등학교	32620	36.3547	127.395
탄방중학교	32610	36.3503	127.395
공작아파트	31190	36.3483	127.395
한가람아파트	31180	36.3468	127.393
한우리아파트	31150	36.3468	127.388
목원대학교	33230	36.3297	127.338
월평역	35300	36.3585	127.361
전원아파트	32780	36.3597	127.366
누리아파트	32860	36.3597	127.372
시청역	32410	36.3511	127.389
목련아파트	32530	36.3511	127.392
청솔아파트	31300	36.3511	127.397
보라삼거리	31330	36.3504	127.402
남선공원네거리	31260	36.3473	127.402
중촌초등학교	20480	36.3411	127.41
중촌동주민센터	20520	36.3387	127.413
현암교	12210	36.3396	127.42
비래동	51580	36.3596	127.449
비래동종점	51590	36.3607	127.45
비래동종점	51590	36.3603	127.45
비래동	51570	36.3598	127.449
현암교	12190	36.3401	127.42
중앙중고등학교	20510	36.3391	127.413
중촌초등학교	20470	36.3415	127.41
남선공원네거리	31270	36.3459	127.402
청솔아파트	31310	36.3514	127.398
크로바아파트	32590	36.3514	127.393
시청역	32390	36.3514	127.388
황실타운아파트	32840	36.36	127.371
하나로아파트	32790	36.36	127.367
유성온천역3번출구	41260	36.3524	127.341
목원대학교	33230	36.3294	127.339
목원대학교	9007517	36.3293	127.338
대전역네거리	14230	36.331	127.432
중앙로역9번출구	20030	36.3291	127.427
중앙로역8번출구	20010	36.3298	127.425
대전여상	20230	36.3329	127.421
선화동천주교회	20130	36.3356	127.417
중촌네거리	20530	36.336	127.415
목동네거리	20410	36.3338	127.412
대성중고등학교	20370	36.3314	127.41
오룡역6번출구	21170	36.3293	127.407
국립현충원	41700	36.3605	127.3
유성컨트리클럽	42190	36.3602	127.294
갑동	42180	36.3606	127.289
사봉	71110	36.3682	127.265
박정자삼거리	71080	36.3686	127.259
학봉삼거리	71070	36.3622	127.253
학봉리	71050	36.3604	127.249
동학사입구	71020	36.3601	127.244
동학사	71010	36.3595	127.239
동학사	9005104	36.3595	127.241
동학사입구	71030	36.36	127.244
학봉리	71040	36.3602	127.249
학봉삼거리	71060	36.3618	127.252
박정자삼거리	71090	36.3684	127.259
사봉	71100	36.3676	127.265
갑동	42170	36.3604	127.289
유성컨트리클럽	42200	36.36	127.294
국립현충원	41720	36.3604	127.301
유성온천역4번출구	41270	36.3542	127.34
오룡역4번출구	21260	36.3299	127.403
오룡역7번출구	21180	36.329	127.407
충남여자중고등학교	20380	36.3308	127.41
한사랑아파트	20400	36.3333	127.412
중촌네거리	20090	36.3359	127.415
세명요양병원	20140	36.3351	127.418
대전여상	20250	36.3323	127.421
중앙로역7번출구	20280	36.3302	127.424
충대농대종점	9002737	36.3676	127.352
충남대도서관	42660	36.3688	127.346
충남대산학연	42630	36.3652	127.345
충남대학교입구	42650	36.3614	127.346
무지개아파트	32930	36.3596	127.376
정부대전청사남문	32200	36.3596	127.38
사학연금회관	32450	36.3591	127.39
법원.검찰청	32440	36.3551	127.39
목련아파트	34760	36.3505	127.39
한가람아파트	32540	36.3488	127.392
남선공원종합체육관	31240	36.3488	127.398
대전세무서	20180	36.3309	127.419
대전준법지원센터	20210	36.3286	127.42
대고오거리	20640	36.3241	127.422
대전중학교	20690	36.32	127.424
보문오거리	20730	36.3184	127.425
남대전고등학교	21040	36.3138	127.428
청란여자고등학교	21080	36.3134	127.431
은혜아파트	20950	36.3014	127.452
옥계동	20970	36.299	127.454
옥계교	20990	36.2973	127.456
대성삼거리	13610	36.2961	127.46
산내주공아파트	13390	36.2843	127.466
오투그란데아파트	13690	36.2876	127.465
대성삼거리	13600	36.2963	127.459
은혜아파트	20960	36.3012	127.453
부사오거리	21110	36.3134	127.434
청란여자고등학교	21070	36.3136	127.431
남대전고등학교	21060	36.3143	127.428
보문오거리	20740	36.3181	127.426
대전중학교	20710	36.32	127.425
대고오거리	20650	36.3235	127.423
중구청	20630	36.3251	127.422
대전준법지원센터	20220	36.3288	127.421
대전세무서	20200	36.3308	127.42
남선공원종합체육관	31320	36.3491	127.399
충남고등학교	32580	36.3491	127.393
목련아파트	32470	36.35	127.39
법원.검찰청	32480	36.3544	127.39
사학연금회관	32490	36.3587	127.39
정부대전청사남문	32240	36.3599	127.381
선사유적지	32960	36.3599	127.379
샛별아파트	32940	36.3599	127.376
충남대산학연	42640	36.3653	127.345
충남대도서관	42670	36.3695	127.347
충대농대종점	9002736	36.3674	127.352
도마1동행정복지센터	30710	36.3154	127.379
구농도원네거리	30690	36.3175	127.378
구농도원	30670	36.3209	127.378
향우네거리	30260	36.3226	127.378
변동네거리	30290	36.3263	127.38
변동오거리	31460	36.3291	127.382
갈마초등학교	31860	36.3544	127.369
수통골입구	45760	36.3485	127.298
유성숲오투그란데	45820	36.3461	127.301
미학아파트	45780	36.3433	127.303
별밭공원	45960	36.3395	127.304
리빙포레아파트	45790	36.3435	127.303
덕명중학교	45830	36.3462	127.301
수통골입구	45770	36.3487	127.298
갈마초등학교	31820	36.3546	127.369
맑은아침아파트	31720	36.3305	127.383
변동오거리	30320	36.3282	127.381
변동네거리	30270	36.325	127.379
향우네거리	30250	36.3228	127.378
구농도원	30660	36.32	127.378
구농도원네거리	30680	36.3176	127.378
도마1동행정복지센터	30700	36.3147	127.379
원내동공영차고지	40080	36.2927	127.318
서일고등학교	35540	36.294	127.321
진잠네거리	33300	36.2982	127.324
구봉마을7단지	33340	36.2967	127.327
구봉마을9단지	33410	36.2962	127.332
선암초교네거리	34970	36.2962	127.336
느리울13단지	33550	36.2966	127.34
느리울12단지	33610	36.2982	127.341
대자연아파트	33520	36.3047	127.338
대자연마을	33500	36.3069	127.337
대자연아파트후문	33530	36.3078	127.339
관저중학교	33600	36.3054	127.341
가수원파출소	34870	36.3068	127.353
린풀하우스	33060	36.3121	127.35
수목토아파트	33290	36.3186	127.348
트리풀시티레이크포레	34880	36.3252	127.348
옥녀봉네거리	34900	36.3308	127.348
원신흥동	41920	36.3373	127.35
신안인스빌	45480	36.3417	127.348
예미지7단지	45640	36.3471	127.348
봉명중학교	45710	36.3487	127.346
봉명초등학교	45730	36.3488	127.342
유성여고	42520	36.3809	127.327
반석마을3단지	42320	36.3871	127.316
반석고등학교	42310	36.3881	127.313
반석초등학교	45250	36.3906	127.312
반석2통	43880	36.3909	127.309
군수사령부	43860	36.3899	127.304
꿈에그린아파트	46160	36.3883	127.303
해랑숲마을5단지	46180	36.386	127.304
해랑숲마을6단지	46200	36.3864	127.308
에코힐7단지	46290	36.382	127.306
새미래중학교	46220	36.379	127.306
노은3지구종점	45940	36.3757	127.306
노은휴먼시아4단지	45930	36.3777	127.304
노은휴먼시아4단지	45930	36.378	127.306
새미래중학교	46230	36.3791	127.306
트리풀시티포레1단지	46300	36.3812	127.306
계룡리슈빌아파트	46210	36.3856	127.309
해랑숲마을5단지	46190	36.3861	127.304
꿈에그린아파트	46170	36.3879	127.303
군수사령부	43870	36.3897	127.303
반석2통	43890	36.3903	127.307
반석마을5단지	45240	36.3907	127.312
반석고등학교	42300	36.3887	127.313
반석네거리	45970	36.387	127.318
유성구청소년수련관	46090	36.381	127.324
유성여고	42510	36.3808	127.327
도안센트럴시티	45740	36.3485	127.342
예미지7단지	45720	36.3484	127.346
신안인스빌	45470	36.3425	127.347
원신흥동	41910	36.3382	127.349
옥녀봉네거리	46540	36.3317	127.348
트리풀시티레이크포레	34890	36.3263	127.348
수목토아파트	33280	36.3196	127.348
도안베르디움	33050	36.313	127.35
가수원파출소	33100	36.3077	127.352
건양대병원네거리	33620	36.303	127.342
건양대병원	32990	36.3069	127.341
원앙1,2단지	33540	36.308	127.339
대자연아파트	33490	36.307	127.337
원앙4단지	33510	36.3045	127.338
건양대병원네거리	33590	36.3014	127.341
느리울12단지	33580	36.2984	127.341
느리울13단지	33570	36.2969	127.34
선암초교네거리	34980	36.2963	127.337
구봉마을8단지	33400	36.2965	127.331
금동초등학교	33350	36.2968	127.327
샘물타운아파트	40230	36.2984	127.323
진잠타운아파트	40200	36.2957	127.321
원내동공영차고지	46340	36.2925	127.319
윗사정삼거리	9007040	36.293	127.399
윗사정삼거리	23400	36.2928	127.398
오월드	22650	36.2901	127.395
도마e편한세상아파트	30780	36.3117	127.383
가수원네거리	34930	36.3055	127.354
옥녀봉체육공원	46510	36.3324	127.347
어울림하트 12단지	41900	36.3324	127.344
목원대네거리	41820	36.3324	127.34
목원대네거리	33250	36.332	127.339
도안동예미지아파트	35550	36.332	127.344
옥녀봉체육공원	33260	36.3319	127.347
도마네거리	30720	36.3126	127.381
효성타운아파트	30790	36.3116	127.383
오월드	23380	36.2901	127.396
윗사정삼거리	23390	36.2926	127.398
오월드기점지	22740	36.2927	127.399
외삼중학교	43900	36.394	127.311
반석마을5단지	43930	36.3916	127.313
하기중학교	43600	36.3859	127.321
송림마을4단지	43620	36.3894	127.323
송림마을5단지	43660	36.3911	127.329
송림마을5.6단지	43630	36.3911	127.331
송림마을3단지	43610	36.3896	127.323
송림마을2단지	43590	36.3865	127.321
은하수네거리	32080	36.3504	127.378
파랑새네거리	32150	36.3531	127.38
월평주공아파트	32820	36.3621	127.369
월평주공아파트	32820	36.3621	127.371
통계센터	32970	36.359	127.379
이마트	32130	36.3552	127.379
갤러리아타임월드	32120	36.3527	127.379
은하수네거리	32060	36.3502	127.377
반석역3번출구	43950	36.392	127.314
외삼중학교	43910	36.3942	127.311
유성선병원	42500	36.3757	127.325
노은동화훼단지	42280	36.37	127.327
갈마네거리	31800	36.3531	127.368
갈마중학교입구	31760	36.3494	127.368
상수도사업본부	31780	36.3458	127.368
갈마도서관	31730	36.3414	127.366
대전외국어고	31560	36.3375	127.367
서우아파트1단지	31580	36.3343	127.37
서우아파트2단지	31610	36.3333	127.373
봉산중학교	31640	36.3323	127.375
내동초등학교	30280	36.3298	127.379
버드내네거리	21720	36.317	127.393
유천시장	21770	36.318	127.397
서대전육교	21840	36.319	127.401
서대전역네거리	22040	36.3206	127.406
서대전네거리역2번출구	22150	36.3214	127.41
테미삼거리	20560	36.3181	127.419
테미고개	21020	36.3178	127.423
보문오거리	21030	36.3171	127.425
부사오거리	20840	36.3134	127.436
문창시장	20860	36.3143	127.438
효동네거리	10160	36.3189	127.439
문창동보문교	20830	36.3207	127.435
한화생명이글스파크	21050	36.3183	127.428
보문오거리	23260	36.3174	127.425
테미고개	20670	36.318	127.424
테미삼거리	20540	36.3184	127.419
서대전네거리역3번출구	21410	36.322	127.41
서대전역네거리	21380	36.321	127.407
유천동현대아파트	21820	36.3188	127.398
유천동서대전농협	21750	36.3179	127.395
버드내아파트	21420	36.316	127.387
내동초등학교	30300	36.3297	127.38
내동네거리	31650	36.3317	127.376
서중학교입구	31630	36.3331	127.374
코오롱아파트	31590	36.3343	127.371
롯데아파트	31570	36.3377	127.367
갈마아파트2단지	31740	36.3423	127.367
한마음동산	34820	36.3443	127.369
상수도사업본부	31810	36.3465	127.369
갈마중학교입구	31790	36.3495	127.368
노은동화훼단지	42290	36.3692	127.327
탑립동	44330	36.4105	127.404
탑립동	44330	36.4084	127.402
탑립1통산의절	44320	36.4097	127.398
세종아파트	44190	36.3995	127.404
문지네거리	44050	36.3889	127.405
싸이언스빌3가	46100	36.385	127.405
원촌삼거리	44270	36.3811	127.406
원촌동솔로몬로파크	44260	36.3768	127.403
MBC/TJB방송국	43330	36.3748	127.395
대전컨벤션센터	43280	36.3745	127.392
한빛탑	43260	36.3742	127.388
신세계백화점	42440	36.3744	127.382
노은농수산시장	42240	36.3646	127.318
지족초등학교	42370	36.38	127.318
노은도서관	45540	36.3821	127.319
송림마을5.6단지	43640	36.391	127.33
하기동	45230	36.3844	127.34
KT&G연구소	42970	36.3842	127.347
하나아파트	43010	36.3846	127.35
한화솔루션중앙연구소	43020	36.385	127.353
한국에너지기술연구원	43070	36.3851	127.358
KT북대전지사	43400	36.3846	127.362
대덕대학	9001029	36.3908	127.363
대덕대학	43420	36.3874	127.363
LG생활건강기술연구원	43410	36.3848	127.362
한국화학연구원	43060	36.3855	127.358
한화솔루션중앙연구소	43030	36.3854	127.353
하나아파트	43000	36.3848	127.349
하기동	45440	36.3848	127.34
노은도서관	45530	36.3824	127.319
지족초등학교	42350	36.3795	127.318
노은농수산시장	42210	36.3647	127.318
신세계백화점	43240	36.3742	127.382
대전컨벤션센터	43270	36.3741	127.389
MBC/TJB방송국	43320	36.3746	127.395
원촌동솔로몬로파크	45900	36.3773	127.405
원촌삼거리	44280	36.3811	127.407
싸이언스빌3가	46110	36.385	127.405
탑립1통	44300	36.4087	127.396
탑립1통산의절	44310	36.4095	127.398
중앙로역4번출구	20720	36.3282	127.425
목척교	12430	36.3302	127.43
효촌마을아파트	11950	36.3452	127.434
가양중학교입구	51010	36.3522	127.443
한신휴플러스	51500	36.3551	127.445
비래동노인회관	53070	36.3562	127.446
비래검문소	53220	36.357	127.445
비래검문소	53220	36.3559	127.445
한신휴플러스	51020	36.3549	127.444
적십자혈액원	51000	36.3528	127.443
효촌마을아파트	11940	36.3463	127.432
스마트뷰아파트	11960	36.3437	127.434
으능정이거리	23250	36.3293	127.427
진잠네거리	33310	36.298	127.325
대전역동광장	9005548	36.3333	127.439
중구청역	23370	36.3241	127.418
계룡과선교	40990	36.2663	127.281
왕대고개	73850	36.2634	127.278
두계1리	73580	36.2657	127.277
두마면사무소	73570	36.2683	127.274
두마초등학교	73510	36.2696	127.272
이편한세상아파트	73470	36.272	127.267
계룡역	73820	36.2733	127.264
홈플러스계룡점	73990	36.2747	127.258
노인종합복지관	73130	36.2718	127.259
신성2차아파트	77590	36.2672	127.258
진들	73110	36.2643	127.255
계룡대실LH4단지아파트	8007535	36.2623	127.254
농소리입구	73390	36.2602	127.256
계룡푸르지오아파트	8007536	36.2606	127.258
한라비발디아파트	8007537	36.2653	127.259
계룡고등학교	8007538	36.269	127.257
계룡시선거관리위원회	73950	36.2718	127.255
계룡시보건소	73100	36.2724	127.25
계룡시청	73800	36.274	127.252
금암삼거리	77670	36.277	127.254
금암2통	73080	36.2787	127.252
천마사	73810	36.2808	127.247
양정	73300	36.2821	127.241
삼진아파트	73250	36.2824	127.239
성원아파트	73270	36.2863	127.241
엄사네거리	73310	36.2882	127.242
평리	73330	36.2908	127.244
신도안아파트	73720	36.296	127.246
계룡복지센터	73700	36.296	127.242
해미르아파트	73670	36.2985	127.24
엄사입구	73320	36.2903	127.243
두산아파트	73260	36.2864	127.241
삼진아파트	73240	36.2823	127.239
양정	73280	36.2819	127.241
천마사	73010	36.2806	127.247
금암2통	73060	36.2786	127.251
금암삼거리	77680	36.2764	127.254
계룡시청	73090	36.2744	127.252
계룡시보건소	73050	36.2722	127.25
계룡시선거관리위원회	73960	36.2714	127.255
계룡고등학교	8007531	36.2679	127.257
한라비발디아파트	8007532	36.2652	127.259
계룡리슈빌아파트	8007533	36.2606	127.258
농소리입구	73400	36.2603	127.256
계룡자이아파트	8007534	36.2622	127.254
진들	73120	36.2642	127.256
신성2차아파트	77580	36.267	127.258
노인종합복지관	73140	36.2727	127.259
홈플러스계룡점	73290	36.2744	127.258
신계룡변전소	73430	36.2742	127.262
계룡역	73460	36.2723	127.266
두마초등학교	73500	36.2695	127.271
두마면사무소	73560	36.2682	127.274
두계1리	73590	36.2656	127.277
왕대고개	73840	36.2631	127.278
계룡과선교	40980	36.2663	127.281
샘물타운아파트	34860	36.2981	127.323
화물터미널	40320	36.3184	127.32
한샘근린공원	45300	36.3154	127.32
교촌3통	40310	36.3121	127.319
구봉마을8단지	33390	36.2977	127.33
봉우중학교	33420	36.2988	127.332
관저2동행정복지센터	33460	36.2997	127.335
래미안아파트1단지	31490	36.3318	127.385
래미안아파트2단지	31520	36.3335	127.387
대전산업정보고	30920	36.3355	127.39
둔산경찰서	32160	36.3585	127.38
정부청사광장	32290	36.3591	127.383
정부청사광장	32290	36.3582	127.383
은하수네거리	32070	36.3509	127.378
용문역3번출구	30950	36.3379	127.392
대전산업정보고	30930	36.3359	127.39
래미안아파트2단지	31550	36.3342	127.388
래미안아파트1단지	31510	36.3324	127.385
신선마을아파트	33450	36.3001	127.335
봉우중학교	33430	36.299	127.332
구봉마을7단지	33380	36.2977	127.329
한샘근린공원	45310	36.3154	127.32
롯데마트대덕점	44590	36.4268	127.39
테크노밸리2단지	44520	36.4189	127.383
선사유적지	32980	36.3617	127.379
갈마2동주민센터/충청투데이	31950	36.3457	127.375
안골네거리	31600	36.3358	127.372
내동중학교	30200	36.3317	127.371
목운주택입구	30180	36.3288	127.37
대아아파트	30420	36.3257	127.37
배재대학교	30410	36.322	127.37
대전지방조달청	30440	36.3201	127.37
복음양지아파트	30470	36.3165	127.371
공굴안	30380	36.3135	127.369
대청병원	35160	36.3074	127.37
대전과학기술대학교	30050	36.3044	127.374
초록마을1단지	30140	36.3042	127.379
한밭가든아파트	22260	36.3044	127.383
윗사정삼거리	9007515	36.2923	127.398
한밭가든아파트	22270	36.3046	127.385
초록마을1단지	30130	36.3044	127.379
대전과학기술대학교	30030	36.3046	127.373
대청병원	35150	36.3066	127.371
공굴안	30390	36.3134	127.369
복음양지아파트	30480	36.3165	127.371
경남아파트	30450	36.3206	127.371
배재대학교	30430	36.3228	127.37
목운주택입구	30190	36.3288	127.371
내동중학교	30210	36.3317	127.371
안골네거리	31620	36.3353	127.372
둔원초등학교	34960	36.3442	127.375
큰마을아파트	31960	36.3473	127.376
정부대전청사서문	32170	36.3617	127.38
테크노밸리2단지	44510	36.4186	127.383
롯데마트대덕점	44600	36.4271	127.39
신대차고지	53250	36.4087	127.422
들말	53260	36.4111	127.424
대전지방국세청	51130	36.373	127.428
보람아파트	51200	36.3705	127.431
그린아파트	51240	36.368	127.434
선비마을입구	50920	36.3676	127.437
동춘당	50950	36.3647	127.44
대전보건대학	11670	36.3484	127.454
우암사적공원	11700	36.3465	127.455
동아마이스터고	11660	36.3449	127.453
대주파크빌	11600	36.3431	127.449
목척교	12440	36.3306	127.431
중앙로역6번출구	20310	36.3284	127.425
성모병원	20570	36.3239	127.419
문화동삼익아파트	22020	36.3187	127.406
센트럴파크1단지	22070	36.3164	127.407
문화동.주공3단지후문	21930	36.3107	127.401
천근오거리	21980	36.3093	127.403
한밭도서관	22060	36.3094	127.407
문화2동	22010	36.3067	127.406
대문초등학교입구	21910	36.306	127.401
보성초등학교	22440	36.3054	127.394
탑골입구	22420	36.3052	127.394
대문초등학교입구	21920	36.3057	127.401
문화2동	22030	36.307	127.406
한밭도서관	22050	36.3095	127.407
천근오거리	21970	36.3095	127.403
문화주공삼거리	21940	36.3109	127.401
센트럴파크1단지	22080	36.3169	127.407
대주파크빌	11330	36.3424	127.449
동아마이스터고	11370	36.3442	127.452
우암사적공원	11710	36.3468	127.456
대전보건대학	11680	36.3485	127.454
선비마을입구	50910	36.3679	127.436
소월아파트	51220	36.3689	127.434
한마음아파트	51190	36.3707	127.431
들말	53270	36.4112	127.424
신대차고지	53250	36.4087	127.422
진터네거리	46640	36.3487	127.338
유성고등학교	46620	36.3487	127.334
유성생명과학고등학교	46600	36.3487	127.33
도마중학교	30610	36.3192	127.374
신계초등학교	30110	36.3027	127.379
초록마을네거리	30100	36.2992	127.379
복수동사정교	34850	36.2972	127.38
사정교	22510	36.2957	127.384
효문화마을입구	22720	36.2864	127.378
한국효문화진흥원	22480	36.2853	127.38
효문화마을/뿌리공원	22540	36.2854	127.384
한국효문화진흥원	22490	36.2849	127.382
창명빌라	22490	36.2857	127.38
효문화마을입구	22450	36.2866	127.379
사정교	22530	36.296	127.384
복수동사정교	30150	36.2978	127.379
초록마을3단지	30120	36.3001	127.379
신계초등학교	34920	36.3028	127.379
용화5길입구	30630	36.3194	127.376
도마중학교	30500	36.3193	127.373
유성구보건소	41550	36.3534	127.33
유성생명과학고등학교	46610	36.3484	127.33
상대초등학교	46650	36.3484	127.338
휴먼시아4단지	46660	36.3469	127.34
보문오거리	9001746	36.3171	127.425
대전동신과학고	8007173	36.332	127.476
안복수길	23170	36.2968	127.377
초록마을5단지	30090	36.2982	127.376
문성초등학교입구	22380	36.3103	127.39
산성우성아파트	22430	36.3111	127.394
문화초등학교	21870	36.3121	127.397
유천2동주민센터	21810	36.3162	127.398
중부경찰서	20660	36.3275	127.423
으능정이거리	20070	36.3293	127.428
삼성초등학교	12330	36.3366	127.43
삼성네거리	11920	36.3388	127.429
한밭자이아파트	14590	36.3407	127.426
솔랑마을아파트	14610	36.3434	127.422
대덕구청	53400	36.3461	127.419
한숲아파트	11720	36.3547	127.428
동대전고등학교	51400	36.357	127.427
수도시설관리사업소	51460	36.3618	127.434
송촌119안전센터	50940	36.3627	127.439
송촌119안전센터	50930	36.3629	127.439
수도시설관리사업소	51470	36.362	127.434
동대전고등학교	51390	36.3573	127.427
한숲아파트	50370	36.355	127.427
대덕구청	53410	36.3466	127.418
솔랑마을아파트	14620	36.3439	127.421
한밭자이아파트	14600	36.3412	127.425
목척교	12420	36.3304	127.43
유천2동주민센터	21790	36.3167	127.398
문화초등학교	21830	36.3127	127.399
산성우성아파트	21730	36.3115	127.394
문성초등학교입구	22390	36.3108	127.391
초록마을5단지	30080	36.2984	127.376
안복수길	23160	36.2967	127.377
향촌아파트	32010	36.3557	127.376
향촌아파트	32010	36.3558	127.377
대한통운	50690	36.3804	127.424
회덕동주민센터	50670	36.3766	127.421
당아래	50640	36.3747	127.418
동아교재	50500	36.3742	127.414
세원화성	50490	36.373	127.412
디엔에프	50460	36.3709	127.41
제일사료	50420	36.3697	127.406
동아연필	50390	36.3689	127.403
공구백화점	50400	36.3662	127.403
부국레미콘	50440	36.3661	127.407
대화동행정복지센터	50530	36.3673	127.412
원명학교	50540	36.3676	127.416
대화동육교	50580	36.3661	127.419
대전병원	50290	36.3625	127.418
오정네거리	50150	36.3579	127.415
오정우체국	50140	36.3546	127.415
한남오거리	50170	36.3497	127.416
삼부아파트	21480	36.3237	127.394
버드내아파트	21450	36.3194	127.392
안영동검바위마을	22710	36.2752	127.377
한빛고교	22660	36.2844	127.376
머티네거리	22360	36.3114	127.389
서부종합시장	21700	36.3151	127.39
버드내아파트	21710	36.3186	127.392
삼부아파트	21490	36.3229	127.394
한남오거리	50190	36.3493	127.416
오정우체국	50160	36.3547	127.415
오정네거리	50180	36.3575	127.415
대전병원	50300	36.3626	127.418
체육재활원	50560	36.3678	127.419
원명학교	50550	36.3678	127.416
대화동행정복지센터	50480	36.3672	127.411
부국레미콘	50430	36.3662	127.407
공구백화점	50410	36.3659	127.403
동아연필	50380	36.3683	127.402
제일사료	50450	36.3698	127.407
롯데택배	50470	36.3708	127.41
세원화성	50520	36.3721	127.412
동아교재	50510	36.374	127.414
당아래	50630	36.3746	127.418
한밭중네거리	12290	36.337	127.427
북부교	12260	36.3382	127.424
삼성동행정복지센터	12240	36.3395	127.423
태평시장	21520	36.3247	127.395
태평초등학교	21500	36.3217	127.394
대전국제통상고	22090	36.3132	127.408
한국산업인력공단	22100	36.3108	127.408
과례마을	22170	36.3114	127.411
대전동부교육지원청	22190	36.314	127.411
대전광역시노인복지관	20590	36.3197	127.42
대전광역시노인복지관	20580	36.3203	127.42
대전동부교육지원청	22180	36.3141	127.411
과례마을	22160	36.3114	127.411
한밭도서관	22110	36.3099	127.408
대전국제통상고	22120	36.3132	127.409
태평초등학교	21740	36.3215	127.394
태평시장	21530	36.3248	127.395
삼성동행정복지센터	12230	36.3395	127.422
북부교	12250	36.3382	127.424
한밭중네거리	12300	36.3367	127.427
유천네거리	21780	36.3208	127.397
쌍용예가아파트	21800	36.3226	127.398
서대전역입구	21650	36.3251	127.401
푸른뫼아파트	21630	36.3283	127.399
유등마을아파트	21610	36.3306	127.398
SK뷰아파트	43130	36.3855	127.376
유등마을아파트	21600	36.3308	127.398
푸른뫼아파트	21620	36.3285	127.399
서대전역입구	21640	36.325	127.4
쌍용예가아파트	21590	36.3228	127.398
유천네거리	21760	36.3207	127.396
비래검문소	51510	36.357	127.445
문창시장	20850	36.3145	127.438
상소동산림욕장	13840	36.2381	127.468
산정마을	13980	36.235	127.463
상소동(노인병원)	13970	36.23	127.455
산흥초등학교	13950	36.228	127.448
청소년수련원	14090	36.2264	127.445
하소1통	14050	36.2237	127.443
하소2통	14030	36.2197	127.441
옛터민속박물관	14750	36.2144	127.441
대전제2시립노인병원	14020	36.2129	127.44
가목정마을	14000	36.2109	127.439
만인산공원	14080	36.2036	127.443
만인산휴양림	14110	36.2006	127.449
태조대왕태실	74800	36.1967	127.455
중부대입구	74510	36.1941	127.457
중부대학교	74490	36.1928	127.452
중부대입구	74500	36.1936	127.456
마전.태봉마을	74530	36.1938	127.46
추부중학교입구	74670	36.1919	127.466
마전종점	74540	36.1899	127.468
마전종점	74540	36.1897	127.467
추부중학교입구	74660	36.1912	127.465
마전.태봉마을	74520	36.194	127.46
중부대입구	74760	36.1941	127.458
중부대학교	74770	36.1926	127.452
중부대입구	74780	36.1936	127.456
태조대왕태실	74790	36.1957	127.457
만인산휴양림	14120	36.2007	127.449
만인산공원	14070	36.2042	127.442
가목정마을	14010	36.2108	127.439
대전제2시립노인병원	14260	36.2128	127.44
옛터민속박물관	14760	36.2142	127.441
하소2통	14040	36.2192	127.441
하소1통	14060	36.2235	127.443
청소년수련원	14100	36.2264	127.445
산흥초등학교	13940	36.2279	127.448
상소동(노인병원)	13960	36.2298	127.455
산정마을	13990	36.235	127.463
상소동산림욕장	13850	36.2384	127.468
만남웨딩홀	51550	36.3581	127.448
비래동종점	51590	36.3609	127.45
대전테크노파크	20270	36.3277	127.423
목동더샵리슈빌	20100	36.3331	127.416
목동네거리	20500	36.3354	127.412
선병원	20460	36.3375	127.41
중촌주공아파트	20430	36.3392	127.408
중촌동과선교	23680	36.3428	127.409
중촌주공2단지	23710	36.3445	127.411
푸르지오아파트	23720	36.3467	127.41
중촌주공2단지	20490	36.3442	127.411
중촌주공2단지	20490	36.3432	127.411
중촌동과선교	23510	36.3429	127.409
중촌주공3단지	20450	36.3388	127.408
선병원	20360	36.3375	127.409
목동네거리	20420	36.335	127.413
은행선화동주민센터	20110	36.3325	127.417
읍내네거리	50650	36.3722	127.42
대전산업단지삼거리	50590	36.3684	127.42
대화동고개	50270	36.3608	127.417
